round,trial,director,target,correct_answer,total_duration_seconds,pair,start_time_final,end_time_final
1,1_15,B,11,O,16.186,026,402850,419036
1,1_16,A,4,4,33.896,026,419231,453127
2,2_1,B,14,P,18.19,026,453311,471501
2,2_2,A,11,4,20.701,026,471693,492394
2,2_3,B,2,E,6.742,026,492578,499320
2,2_4,A,7,2,8.896,026,499501,508397
2,2_5,B,12,I,14.378,026,508575,522953
2,2_6,A,13,12,11.298,026,523138,534436
2,2_7,B,16,D,12.543,026,534615,547158
2,2_8,A,15,9,9.29,026,547343,556633
2,2_9,B,8,J,8.767,026,556818,565585
2,2_10,A,1,14,18.401,026,565775,584176
2,2_11,B,4,O,7.952,026,584358,592310
2,2_12,A,9,1,32.612,026,592499,625111
2,2_13,B,10,A,11.069,026,625294,636363
2,2_14,A,5,13,47.392,026,636554,683946
2,2_15,B,6,L,10.207,026,684128,694335
2,2_16,A,3,16,9.395,026,694521,703916
3,3_1,B,3,K,5.366,026,704096,709462
3,3_2,A,14,7,6.145,026,709651,715796
3,3_3,B,9,A,11.795,026,715990,727785
3,3_4,A,12,1,10.939,026,727967,738906
3,3_5,B,7,P,5.882,026,739093,744975
3,3_6,A,2,5,7.934,026,745165,753099
3,3_7,B,15,F,17.839,026,753289,771128
3,3_8,A,4,8,10.112,026,771321,781433
3,3_9,B,1,O,16.81,026,781613,798423
3,3_10,A,10,14,7.495,026,798612,806107
3,3_11,B,11,N,14.053,026,806302,820355
3,3_12,A,6,9,9.838,026,820547,830385
3,3_13,B,5,I,12.837,026,830573,843410
3,3_14,A,8,6,7.479,026,843601,851080
3,3_15,B,13,C,1.223,026,851274,852497
3,3_16,A,16,16,18.737,026,852692,871429
4,4_1,B,4,O,9.862,026,871609,881471
4,4_2,A,13,7,7.656,026,881651,889307
4,4_3,B,2,E,6.317,026,889491,895808
4,4_4,A,7,6,11.856,026,895996,907852
4,4_5,B,6,K,7.788,026,908040,915828
4,4_6,A,15,11,10.257,026,916014,926271
4,4_7,B,10,C,9.561,026,926456,936017
4,4_8,A,11,15,7.607,026,936198,943805
4,4_9,B,16,N,22.171,026,943988,966159
4,4_10,A,3,5,10.656,026,966341,976997
4,4_11,B,14,D,7.622,026,977184,984806
4,4_12,A,1,9,11.236,026,984991,996227
4,4_13,B,8,A,6.95,026,996417,1003367
4,4_14,A,9,14,31.73,026,1003557,1035287
4,4_15,B,12,P,10.874,026,1035468,1046342
4,4_16,A,5,8,9.321,026,1046528,1055849
5,5_1,B,11,C,12.833,026,1056036,1068869
5,5_2,A,4,7,8.089,026,1069064,1077153
5,5_3,B,1,P,7.613,026,1077338,1084951
5,5_4,A,16,10,9.117,026,1085145,1094262
5,5_5,B,13,I,3.945,026,1094453,1098398
5,5_6,A,10,8,11.333,026,1098590,1109923
5,5_7,B,15,F,11.648,026,1110116,1121764
5,5_8,A,8,14,11.422,026,1121943,1133365
5,5_9,B,3,H,22.87,026,1133553,1156423
5,5_10,A,6,13,7.305,026,1156607,1163912
5,5_11,B,5,B,11.669,026,1164097,1175766
5,5_12,A,2,2,5.37,026,1175957,1181327
5,5_13,B,7,K,7.818,026,1181512,1189330
5,5_14,A,14,5,5.43,026,1189519,1194949
5,5_15,B,9,D,7.627,026,1195140,1202767
5,5_16,A,12,12,10.137,026,1202964,1213101
6,6_1,B,14,M,10.072,026,1213290,1223362
6,6_2,A,1,11,6.113,026,1223549,1229662
6,6_3,B,6,P,5.207,026,1229854,1235061
6,6_4,A,11,10,5.177,026,1235242,1240419
6,6_5,B,16,D,9.328,026,1240613,1249941
6,6_6,A,7,16,6.391,026,1250122,1256513
6,6_7,B,8,A,5.617,026,1256694,1262311
6,6_8,A,5,1,11.557,026,1262499,1274056
6,6_9,B,12,L,11.681,026,1274243,1285924
6,6_10,A,3,7,10.219,026,1286103,1296322
6,6_11,B,2,C,4.075,026,1296512,1300587
6,6_12,A,9,6,3.873,026,1300766,1304639
6,6_13,B,4,E,6.531,026,1304819,1311350
6,6_14,A,13,2,4.864,026,1311542,1316406
6,6_15,B,10,I,5.003,026,1316596,1321599
6,6_16,A,15,8,9.846,026,1321784,1331630
1,1_1,A,1,7,55.157,027,1000,56157
1,1_2,B,14,D,20.331,027,56365,76696
1,1_3,A,11,1,87.171,027,76883,164054
1,1_4,B,12,H,55.717,027,164242,219959
1,1_5,A,7,6,23.29,027,220141,243431
1,1_6,B,16,K,54.612,027,243611,298223
1,1_7,A,3,13,17.869,027,298409,316278
1,1_8,B,8,G,25.745,027,316458,342203
1,1_9,A,5,14,36.751,027,342398,379149
1,1_10,B,6,L,60.334,027,379330,439664
1,1_11,A,13,9,13.533,027,439849,453382
1,1_12,B,4,A,17.657,027,453561,471218
1,1_13,A,15,16,20.107,027,471410,491517
1,1_14,B,10,F,43.514,027,491711,535225
1,1_15,A,9,11,24.134,027,535416,559550
1,1_16,B,2,B,23.747,027,559737,583484
2,2_1,A,10,5,14.678,027,583675,598353
2,2_2,B,1,A,12.616,027,598538,611154
2,2_3,A,8,4,13.152,027,611349,624501
2,2_4,B,3,N,6.847,027,624694,631541
2,2_5,A,12,1,14.807,027,631733,646540
2,2_6,B,5,P,83.06,027,646730,729790
2,2_7,A,4,16,11.783,027,729986,741769
2,2_8,B,15,J,9.343,027,741963,751306
2,2_9,A,2,14,8.842,027,751488,760330
2,2_10,B,7,B,15.987,027,760512,776499
2,2_11,A,6,15,13.536,027,776693,790229
2,2_12,B,11,O,26.822,027,790422,817244
2,2_13,A,14,11,18.594,027,817429,836023
2,2_14,B,13,C,11.081,027,836212,847293
2,2_15,A,16,2,21.803,027,847488,869291
2,2_16,B,9,F,18.315,027,869474,887789
3,3_1,A,1,14,9.212,027,887974,897186
3,3_2,B,12,G,5.259,027,897365,902624
3,3_3,A,3,10,4.737,027,902820,907557
3,3_4,B,10,D,8.976,027,907741,916717
3,3_5,A,15,4,6.381,027,916899,923280
3,3_6,B,4,L,14.727,027,923471,938198
3,3_7,A,11,3,14.525,027,938384,952909
3,3_8,B,6,B,11.689,027,953097,964786
3,3_9,A,5,5,8.58,027,964974,973554
3,3_10,B,14,O,12.803,027,973749,986552
3,3_11,A,9,9,11.848,027,986743,998591
3,3_12,B,2,A,10.325,027,998787,1009112
3,3_13,A,7,2,5.607,027,1009296,1014903
3,3_14,B,16,P,28.259,027,1015085,1043344
3,3_15,A,13,16,5.289,027,1043526,1048815
3,3_16,B,8,J,14.059,027,1048998,1063057
4,4_1,A,12,8,4.808,027,1063243,1068051
4,4_2,B,9,J,8.495,027,1068231,1076726
4,4_3,A,8,14,9.265,027,1076922,1086187
4,4_4,B,5,P,10.641,027,1086380,1097021
4,4_5,A,16,4,10.574,027,1097206,1107780
4,4_6,B,7,H,12.02,027,1107966,1119986
4,4_7,A,10,3,6.284,027,1120176,1126460
4,4_8,B,1,C,8.511,027,1126649,1135160
4,4_9,A,4,15,7.931,027,1135340,1143271
4,4_10,B,13,E,5.699,027,1143463,1149162
4,4_11,A,6,2,6.868,027,1149352,1156220
4,4_12,B,3,M,7.656,027,1156408,1164064
4,4_13,A,14,6,9.584,027,1164248,1173832
4,4_14,B,15,B,6.996,027,1174023,1181019
4,4_15,A,2,13,10.503,027,1181213,1191716
4,4_16,B,11,L,26.95,027,1191906,1218856
5,5_1,A,7,8,3.849,027,1219046,1222895
5,5_2,B,12,L,5.375,027,1223083,1228458
5,5_3,A,11,6,9.144,027,1228638,1237782
5,5_4,B,4,F,8.259,027,1237962,1246221
5,5_5,A,15,3,3.854,027,1246403,1250257
5,5_6,B,2,H,11.398,027,1250440,1261838
5,5_7,A,3,7,7.525,027,1262033,1269558
5,5_8,B,10,P,8.233,027,1269740,1277973
5,5_9,A,1,4,5.707,027,1278164,1283871
5,5_10,B,6,B,10.539,027,1284053,1294592
5,5_11,A,5,9,6.173,027,1294779,1300952
5,5_12,B,8,D,8.068,027,1301134,1309202
5,5_13,A,13,5,5.399,027,1309391,1314790
5,5_14,B,16,I,17.483,027,1314980,1332463
5,5_15,A,9,10,9.19,027,1332645,1341835
5,5_16,B,14,K,9.816,027,1342020,1351836
6,6_1,A,4,7,8.847,027,1352029,1360876
6,6_2,B,9,F,9.123,027,1361070,1370193
6,6_3,A,12,11,8.958,027,1370378,1379336
6,6_4,B,5,A,8.038,027,1379519,1387557
6,6_5,A,14,14,6.891,027,1387743,1394634
6,6_6,B,1,P,5.362,027,1394816,1400178
6,6_7,A,6,6,10.305,027,1400371,1410676
6,6_8,B,7,E,4.79,027,1410863,1415653
6,6_9,A,8,15,7.038,027,1415834,1422872
6,6_10,B,3,L,5.585,027,1423057,1428642
6,6_11,A,10,9,6.346,027,1428829,1435175
6,6_12,B,15,K,6.476,027,1435368,1441844
6,6_13,A,16,8,12.378,027,1442024,1454402
6,6_14,B,11,H,14.404,027,1454585,1468989
6,6_15,A,2,10,11.165,027,1469181,1480346
6,6_16,B,13,B,4.723,027,1480541,1485264
1,1_1,A,1,15,40.537,028,1000,41537
1,1_2,B,14,C,28.666,028,41735,70401
1,1_3,A,11,8,27.226,028,70594,97820
1,1_4,B,12,H,34.592,028,98018,132610
1,1_5,A,7,2,47.388,028,132798,180186
1,1_6,B,16,G,23.703,028,180373,204076
1,1_7,A,3,3,23.715,028,204277,227992
1,1_8,B,8,J,30.196,028,228181,258377
1,1_9,A,5,11,28.461,028,258574,287035
1,1_10,B,6,D,21.722,028,287233,308955
1,1_11,A,13,12,14.8,028,309152,323952
1,1_12,B,4,I,20.514,028,324148,344662
1,1_13,A,15,16,25.068,028,344850,369918
1,1_14,B,10,F,17.972,028,370105,388077
1,1_15,A,9,7,24.516,028,388271,412787
1,1_16,B,2,A,16.447,028,412976,429423
2,2_1,A,10,8,24.082,028,429607,453689
2,2_2,B,1,B,9.737,028,453878,463615
2,2_3,A,8,3,65.894,028,463803,529697
2,2_4,B,3,F,11.879,028,529878,541757
2,2_5,A,12,16,18.227,028,541938,560165
2,2_6,B,5,E,12.924,028,560354,573278
2,2_7,A,4,15,8.33,028,573466,581796
2,2_8,B,15,K,14.978,028,581990,596968
2,2_9,A,2,7,19.411,028,597153,616564
2,2_10,B,7,M,20.081,028,616753,636834
2,2_11,A,6,13,9.357,028,637021,646378
2,2_12,B,11,H,18.099,028,646563,664662
2,2_13,A,14,14,13.4,028,664845,678245
2,2_14,B,13,G,10.909,028,678440,689349
2,2_15,A,16,9,15.647,028,689533,705180
2,2_16,B,9,D,18.828,028,705364,724192
3,3_1,A,1,5,13.089,028,724380,737469
3,3_2,B,12,I,14.143,028,737659,751802
3,3_3,A,3,2,9.793,028,751988,761781
3,3_4,B,10,K,9.225,028,761963,771188
3,3_5,A,15,15,11.731,028,771371,783102
3,3_6,B,4,C,19.858,028,783282,803140
3,3_7,A,11,12,15.071,028,803333,818404
3,3_8,B,6,J,7.541,028,818596,826137
3,3_9,A,5,10,15.047,028,826319,841366
3,3_10,B,14,G,8.997,028,841549,850546
3,3_11,A,9,6,18.908,028,850741,869649
3,3_12,B,2,F,13.358,028,869841,883199
3,3_13,A,7,14,17.597,028,883386,900983
3,3_14,B,16,O,11.412,028,901168,912580
3,3_15,A,13,3,6.05,028,912761,918811
3,3_16,B,8,H,12.541,028,919000,931541
4,4_1,A,12,14,8.39,028,931728,940118
4,4_2,B,9,M,10.312,028,940302,950614
4,4_3,A,8,3,7.507,028,950795,958302
4,4_4,B,5,J,7.86,028,958485,966345
4,4_5,A,16,15,9.955,028,966525,976480
4,4_6,B,7,H,9.303,028,976667,985970
4,4_7,A,10,7,15.267,028,986159,1001426
4,4_8,B,1,F,10.522,028,1001606,1012128
4,4_9,A,4,4,6.662,028,1012315,1018977
4,4_10,B,13,K,6.79,028,1019171,1025961
4,4_11,A,6,9,6.656,028,1026144,1032800
4,4_12,B,3,P,13.478,028,1032983,1046461
4,4_13,A,14,16,6.596,028,1046645,1053241
4,4_14,B,15,G,9.03,028,1053434,1062464
4,4_15,A,2,2,8.181,028,1062659,1070840
4,4_16,B,11,I,9.809,028,1071033,1080842
5,5_1,A,7,12,9.376,028,1081025,1090401
5,5_2,B,12,A,11.586,028,1090583,1102169
5,5_3,A,11,14,10.712,028,1102360,1113072
5,5_4,B,4,B,7.44,028,1113253,1120693
5,5_5,A,15,11,11.008,028,1120876,1131884
5,5_6,B,2,P,5.785,028,1132069,1137854
5,5_7,A,3,2,9.446,028,1138041,1147487
5,5_8,B,10,L,11.412,028,1147683,1159095
5,5_9,A,1,1,8.85,028,1159276,1168126
5,5_10,B,6,N,6.819,028,1168318,1175137
5,5_11,A,5,6,11.733,028,1175324,1187057
5,5_12,B,8,G,9.035,028,1187251,1196286
5,5_13,A,13,16,6.693,028,1196475,1203168
5,5_14,B,16,F,14.598,028,1203348,1217946
5,5_15,A,9,3,14.288,028,1218128,1232416
5,5_16,B,14,M,8.393,028,1232607,1241000
6,6_1,A,4,8,5.498,028,1241181,1246679
6,6_2,B,9,B,8.132,028,1246869,1255001
6,6_3,A,12,10,6.859,028,1255193,1262052
6,6_4,B,5,C,9.075,028,1262233,1271308
6,6_5,A,14,13,6.102,028,1271491,1277593
6,6_6,B,1,E,6.058,028,1277780,1283838
6,6_7,A,6,3,7.14,028,1284018,1291158
6,6_8,B,7,D,8.592,028,1291342,1299934
6,6_9,A,8,14,11.162,028,1300116,1311278
6,6_10,B,3,H,8.439,028,1311459,1319898
6,6_11,A,10,6,9.62,028,1320083,1329703
6,6_12,B,15,N,11.515,028,1329892,1341407
6,6_13,A,16,2,10.389,028,1341602,1351991
6,6_14,B,11,O,8.448,028,1352178,1360626
6,6_15,A,2,16,6.667,028,1360819,1367486
6,6_16,B,13,L,6.959,028,1367675,1374634
1,1_1,A,1,8,78.351,029,1000,79351
1,1_2,B,14,B,60.407,029,79552,139959
1,1_3,A,11,15,43.861,029,140155,184016
1,1_4,B,12,F,30.705,029,184210,214915
1,1_5,A,7,10,36.923,029,215104,252027
1,1_6,B,16,O,70.603,029,252219,322822
1,1_7,A,3,11,30.227,029,322998,353225
1,1_8,B,8,G,55.237,029,353408,408645
1,1_9,A,5,1,43.664,029,408823,452487
1,1_10,B,6,H,30.01,029,452661,482671
1,1_11,A,13,3,56.703,029,482854,539557
1,1_12,B,4,L,79.997,029,539737,619734
1,1_13,A,15,4,33.006,029,619907,652913
1,1_14,B,10,A,38.792,029,653086,691878
1,1_15,A,9,13,39.225,029,692053,731278
1,1_16,B,2,P,15.212,029,731454,746666
2,2_1,A,10,9,31.259,029,746834,778093
2,2_2,B,1,I,50.186,029,778278,828464
2,2_3,A,8,10,28.679,029,828655,857334
2,2_4,B,3,P,26.249,029,857514,883763
2,2_5,A,12,3,23.866,029,883954,907820
2,2_6,B,5,N,22.309,029,908008,930317
2,2_7,A,4,14,23.753,029,930494,954247
2,2_8,B,15,L,45.75,029,954432,1000182
2,2_9,A,2,7,7.027,029,1000372,1007399
2,2_10,B,7,G,39.795,029,1007578,1047373
2,2_11,A,6,12,14.94,029,1047563,1062503
2,2_12,B,11,H,23.674,029,1062693,1086367
2,2_13,A,14,13,11.156,029,1086547,1097703
2,2_14,B,13,O,9.624,029,1097890,1107514
2,2_15,A,16,16,13.906,029,1107699,1121605
2,2_16,B,9,F,37.151,029,1121795,1158946
3,3_1,A,1,9,13.026,029,1159127,1172153
3,3_2,B,12,M,10.539,029,1172339,1182878
3,3_3,A,3,11,5.58,029,1183065,1188645
3,3_4,B,10,P,16.294,029,1188836,1205130
3,3_5,A,15,14,12.926,029,1205317,1218243
3,3_6,B,4,B,9.79,029,1218429,1228219
3,3_7,A,11,8,9.966,029,1228404,1238370
3,3_8,B,6,N,9.045,029,1238563,1247608
3,3_9,A,5,16,8.581,029,1247788,1256369
3,3_10,B,14,L,12.066,029,1256562,1268628
3,3_11,A,9,6,8.734,029,1268806,1277540
3,3_12,B,2,F,7.045,029,1277731,1284776
3,3_13,A,7,1,17.645,029,1284970,1302615
3,3_14,B,16,D,13.199,029,1302802,1316001
3,3_15,A,13,10,6.136,029,1316181,1322317
3,3_16,B,8,G,17.681,029,1322503,1340184
4,4_1,A,12,10,29.249,029,1340369,1369618
4,4_2,B,9,N,10.056,029,1369794,1379850
4,4_3,A,8,4,6.961,029,1380037,1386998
4,4_4,B,5,I,9.112,029,1387176,1396288
4,4_5,A,16,16,8.838,029,1396468,1405306
4,4_6,B,7,H,8.978,029,1405492,1414470
4,4_7,A,10,5,12.592,029,1414667,1427259
4,4_8,B,1,E,10.351,029,1427445,1437796
4,4_9,A,4,13,10.795,029,1437970,1448765
4,4_10,B,13,F,6.381,029,1448947,1455328
4,4_11,A,6,12,8.893,029,1455502,1464395
4,4_12,B,3,M,4.802,029,1464577,1469379
4,4_13,A,14,8,6.988,029,1469565,1476553
4,4_14,B,15,P,11.814,029,1476738,1488552
4,4_15,A,2,6,5.344,029,1488731,1494075
4,4_16,B,11,J,38.715,029,1494253,1532968
5,5_1,A,7,5,8.612,029,1533153,1541765
5,5_2,B,12,G,7.28,029,1541944,1549224
5,5_3,A,11,16,7.931,029,1549401,1557332
5,5_4,B,4,D,7.594,029,1557508,1565102
5,5_5,A,15,13,6.296,029,1565281,1571577
5,5_6,B,2,K,4.802,029,1571754,1576556
5,5_7,A,3,2,4.143,029,1576741,1580884
5,5_8,B,10,C,11.948,029,1581062,1593010
5,5_9,A,1,15,6.762,029,1593189,1599951
5,5_10,B,6,M,6.68,029,1600129,1606809
5,5_11,A,5,11,5.77,029,1606985,1612755
5,5_12,B,8,I,8.124,029,1612923,1621047
5,5_13,A,13,10,5.188,029,1621214,1626402
5,5_14,B,16,B,11.449,029,1626568,1638017
5,5_15,A,9,8,8.535,029,1638195,1646730
5,5_16,B,14,A,8.178,029,1646903,1655081
6,6_1,A,4,6,8.909,029,1655260,1664169
6,6_2,B,9,P,8.041,029,1664335,1672376
6,6_3,A,12,9,10.002,029,1672542,1682544
6,6_4,B,5,I,8.837,029,1682717,1691554
6,6_5,A,14,8,13.222,029,1691725,1704947
6,6_6,B,1,B,6.193,029,1705120,1711313
6,6_7,A,6,16,6.968,029,1711492,1718460
6,6_8,B,7,A,10.624,029,1718632,1729256
6,6_9,A,8,3,8.255,029,1729425,1737680
6,6_10,B,3,D,6.355,029,1737849,1744204
6,6_11,A,10,15,8.79,029,1744371,1753161
6,6_12,B,15,G,8.078,029,1753329,1761407
6,6_13,A,16,2,8.274,029,1761586,1769860
6,6_14,B,11,J,12.252,029,1770027,1782279
6,6_15,A,2,4,4.886,029,1782454,1787340
6,6_16,B,13,N,8.953,029,1787509,1796462
1,1_1,B,1,J,37.782,030,1000,38782
1,1_2,A,14,15,56.101,030,38983,95084
1,1_3,B,11,N,35.625,030,95265,130890
1,1_4,A,12,4,23.297,030,131080,154377
1,1_5,B,7,L,107.374,030,154550,261924
1,1_6,A,16,16,28.279,030,262110,290389
1,1_7,B,3,G,19.56,030,290569,310129
1,1_8,A,8,9,27.448,030,310302,337750
1,1_9,B,5,B,22.014,030,337927,359941
1,1_10,A,6,5,17.939,030,360113,378052
1,1_11,B,13,A,12.194,030,378228,390422
1,1_12,A,4,2,45.99,030,390606,436596
1,1_13,B,15,E,13.756,030,436779,450535
1,1_14,A,10,3,32.438,030,450708,483146
1,1_15,B,9,I,27.212,030,483320,510532
1,1_16,A,2,1,9.655,030,510710,520365
2,2_1,B,10,A,17.227,030,520536,537763
2,2_2,A,1,6,10.818,030,537934,548752
2,2_3,B,8,P,16.577,030,548927,565504
2,2_4,A,3,13,6.24,030,565675,571915
2,2_5,B,12,K,7.251,030,572081,579332
2,2_6,A,5,5,7.703,030,579504,587207
2,2_7,B,4,G,8.442,030,587377,595819
2,2_8,A,15,15,11.632,030,596001,607633
2,2_9,B,2,O,9.127,030,607812,616939
2,2_10,A,7,8,17.869,030,617120,634989
2,2_11,B,6,B,7.075,030,635169,642244
2,2_12,A,11,7,14.97,030,642425,657395
2,2_13,B,14,E,11.113,030,657572,668685
2,2_14,A,13,9,9.047,030,668865,677912
2,2_15,B,16,C,10.92,030,678090,689010
2,2_16,A,9,3,19.071,030,689183,708254
3,3_1,B,1,K,7.522,030,708433,715955
3,3_2,A,12,2,5.66,030,716123,721783
3,3_3,B,3,B,6.196,030,721961,728157
3,3_4,A,10,13,10.78,030,728333,739113
3,3_5,B,15,O,10.212,030,739293,749505
3,3_6,A,4,8,6.471,030,749685,756156
3,3_7,B,11,I,9.749,030,756324,766073
3,3_8,A,6,1,7.402,030,766250,773652
3,3_9,B,5,C,8.539,030,773823,782362
3,3_10,A,14,9,13.055,030,782531,795586
3,3_11,B,9,A,20.414,030,795759,816173
3,3_12,A,2,14,7.615,030,816343,823958
3,3_13,B,7,E,6.516,030,824134,830650
3,3_14,A,16,11,6.281,030,830823,837104
3,3_15,B,13,L,6.712,030,837278,843990
3,3_16,A,8,16,8.031,030,844168,852199
4,4_1,B,12,J,5.483,030,852375,857858
4,4_2,A,9,10,11.856,030,858030,869886
4,4_3,B,8,K,7.125,030,870057,877182
4,4_4,A,5,5,9.073,030,877363,886436
4,4_5,B,16,L,10.228,030,886605,896833
4,4_6,A,7,11,8.227,030,897014,905241
4,4_7,B,10,A,11.394,030,905421,916815
4,4_8,A,1,8,6.939,030,916998,923937
4,4_9,B,4,N,6.919,030,924104,931023
4,4_10,A,13,4,6.667,030,931193,937860
4,4_11,B,6,F,6.8,030,938033,944833
4,4_12,A,3,3,5.922,030,945005,950927
4,4_13,B,14,O,7.978,030,951094,959072
4,4_14,A,15,13,9.028,030,959251,968279
4,4_15,B,2,G,8.884,030,968459,977343
4,4_16,A,11,9,9.8,030,977517,987317
5,5_1,B,7,A,6.358,030,987493,993851
5,5_2,A,12,16,6.565,030,994032,1000597
5,5_3,B,11,C,13.336,030,1000771,1014107
5,5_4,A,4,2,8.148,030,1014283,1022431
5,5_5,B,15,D,8.798,030,1022606,1031404
5,5_6,A,2,6,5.761,030,1031581,1037342
5,5_7,B,3,E,5.614,030,1037519,1043133
5,5_8,A,10,15,6.055,030,1043308,1049363
5,5_9,B,1,F,5.835,030,1049530,1055365
5,5_10,A,6,5,4.924,030,1055535,1060459
5,5_11,B,5,G,8.1,030,1060640,1068740
5,5_12,A,8,14,6.719,030,1068913,1075632
5,5_13,B,13,O,7.051,030,1075803,1082854
5,5_14,A,16,8,6.827,030,1083026,1089853
5,5_15,B,9,B,12.113,030,1090032,1102145
5,5_16,A,14,3,6.759,030,1102326,1109085
6,6_1,B,4,N,6.459,030,1109265,1115724
6,6_2,A,9,9,10.687,030,1115904,1126591
6,6_3,B,12,L,5.143,030,1126764,1131907
6,6_4,A,5,2,5.444,030,1132085,1137529
6,6_5,B,14,A,9.778,030,1137707,1147485
6,6_6,A,1,7,5.96,030,1147665,1153625
6,6_7,B,6,G,7,030,1153804,1160804
6,6_8,A,7,16,11.393,030,1160977,1172370
6,6_9,B,8,H,7.2,030,1172537,1179737
6,6_10,A,3,10,3.828,030,1179910,1183738
6,6_11,B,10,C,10.095,030,1183914,1194009
6,6_12,A,15,12,6.419,030,1194189,1200608
6,6_13,B,16,J,5.574,030,1200778,1206352
6,6_14,A,11,14,7.853,030,1206533,1214386
6,6_15,B,2,I,4.801,030,1214557,1219358
6,6_16,A,13,11,4.269,030,1219528,1223797
1,1_1,B,1,P,32.403,031,1000,33403
1,1_2,A,14,4,21.827,031,33595,55422
1,1_3,B,11,J,28.492,031,55614,84106
1,1_4,A,12,10,23.984,031,84289,108273
1,1_5,B,7,L,41.707,031,108444,150151
1,1_6,A,16,2,23.363,031,150330,173693
1,1_7,B,3,K,15.556,031,173867,189423
1,1_8,A,8,12,135.788,031,189598,325386
1,1_9,B,5,G,39.591,031,325566,365157
1,1_10,A,6,11,27.183,031,365335,392518
1,1_11,B,13,C,21.954,031,392692,414646
1,1_12,A,4,5,28.016,031,414828,442844
1,1_13,B,15,F,23.63,031,443019,466649
1,1_14,A,10,7,44.262,031,466823,511085
1,1_15,B,9,I,30.296,031,511262,541558
1,1_16,A,2,13,24.656,031,541739,566395
2,2_1,B,10,A,23.163,031,566577,589740
2,2_2,A,1,1,17.491,031,589914,607405
2,2_3,B,8,B,16.929,031,607579,624508
2,2_4,A,3,16,6.854,031,624694,631548
2,2_5,B,12,J,16.985,031,631734,648719
2,2_6,A,5,6,10.123,031,648899,659022
2,2_7,B,4,E,10.001,031,659208,669209
2,2_8,A,15,7,8.003,031,669383,677386
2,2_9,B,2,D,11.668,031,677574,689242
2,2_10,A,7,15,14.89,031,689418,704308
2,2_11,B,6,L,10.995,031,704497,715492
2,2_12,A,11,12,15.943,031,715674,731617
2,2_13,B,14,O,21.518,031,731804,753322
2,2_14,A,13,9,13.476,031,753507,766983
2,2_15,B,16,I,18.698,031,767169,785867
2,2_16,A,9,13,9.748,031,786052,795800
3,3_1,B,1,J,9.96,031,795977,805937
3,3_2,A,12,15,25.938,031,806119,832057
3,3_3,B,3,E,7.181,031,832242,839423
3,3_4,A,10,13,12.769,031,839599,852368
3,3_5,B,15,M,6.48,031,852543,859023
3,3_6,A,4,12,6.929,031,859199,866128
3,3_7,B,11,I,11.952,031,866305,878257
3,3_8,A,6,10,10.862,031,878433,889295
3,3_9,B,5,A,17.976,031,889475,907451
3,3_10,A,14,2,13.032,031,907625,920657
3,3_11,B,9,F,9.763,031,920836,930599
3,3_12,A,2,5,11.673,031,930778,942451
3,3_13,B,7,N,6.455,031,942639,949094
3,3_14,A,16,8,21.232,031,949278,970510
3,3_15,B,13,C,7.789,031,970696,978485
3,3_16,A,8,6,21.269,031,978670,999939
4,4_1,B,12,M,9.885,031,1000122,1010007
4,4_2,A,9,4,11.628,031,1010181,1021809
4,4_3,B,8,J,10.651,031,1021991,1032642
4,4_4,A,5,13,14.388,031,1032817,1047205
4,4_5,B,16,I,12.488,031,1047380,1059868
4,4_6,A,7,16,11.454,031,1060041,1071495
4,4_7,B,10,N,9.46,031,1071685,1081145
4,4_8,A,1,10,9.885,031,1081326,1091211
4,4_9,B,4,A,5.24,031,1091385,1096625
4,4_10,A,13,11,12.135,031,1096807,1108942
4,4_11,B,6,F,7.469,031,1109117,1116586
4,4_12,A,3,7,6.125,031,1116774,1122899
4,4_13,B,14,P,10.336,031,1123079,1133415
4,4_14,A,15,12,6.566,031,1133589,1140155
4,4_15,B,2,K,6.716,031,1140328,1147044
4,4_16,A,11,6,10.073,031,1147217,1157290
5,5_1,B,7,I,8.87,031,1157476,1166346
5,5_2,A,12,6,9.691,031,1166517,1176208
5,5_3,B,11,G,8.078,031,1176393,1184471
5,5_4,A,4,15,4.095,031,1184650,1188745
5,5_5,B,15,F,5.055,031,1188920,1193975
5,5_6,A,2,7,7.208,031,1194158,1201366
5,5_7,B,3,N,4.975,031,1201548,1206523
5,5_8,A,10,8,8.077,031,1206702,1214779
5,5_9,B,1,O,6.294,031,1214960,1221254
5,5_10,A,6,1,10.218,031,1221432,1231650
5,5_11,B,5,A,15.796,031,1231824,1247620
5,5_12,A,8,4,16.552,031,1247805,1264357
5,5_13,B,13,D,5.886,031,1264536,1270422
5,5_14,A,16,9,17.591,031,1270608,1288199
5,5_15,B,9,L,8.407,031,1288374,1296781
5,5_16,A,14,12,8.679,031,1296965,1305644
6,6_1,B,4,H,4.394,031,1305822,1310216
6,6_2,A,9,11,9.636,031,1310393,1320029
6,6_3,B,12,N,11.514,031,1320202,1331716
6,6_4,A,5,16,12.453,031,1331895,1344348
6,6_5,B,14,L,8.4,031,1344523,1352923
6,6_6,A,1,6,7.888,031,1353097,1360985
6,6_7,B,6,E,9.614,031,1361171,1370785
6,6_8,A,7,3,8.668,031,1370963,1379631
6,6_9,B,8,P,10.45,031,1379804,1390254
6,6_10,A,3,13,3.986,031,1390446,1394432
6,6_11,B,10,F,10.462,031,1394617,1405079
6,6_12,A,15,2,6.196,031,1405259,1411455
